,entity_id,distribution,q_id
13150,323791,{'Nutritional deficiencies': 2},39
13151,323807,{'Others': 0},39
13152,323809,{'Depression': 1},39
13153,192739,{'Female Infertility': 1},39
13154,323817,"{'Headache': 1, 'Fever': 1, 'Myalgia': 0}",39
13155,323818,{'Hair loss': 0},39
13156,323819,{'Skin disorders': 1},39
13157,323822,{'Benign prostatic hyperplasia': 0},39
13158,323824,{'Fungal infections': 1},39
13159,323826,{'Schizophrenia': 1},39
13160,192755,{'Chronic hepatitis B virus': 2},39
13161,323831,{'Bacterial infections': 0},39
13162,323839,"{'Increased blood pressure': 0, 'Others': 0, 'Angina': 0}",39
13163,323844,{'Increased triglycerides levels in blood': 1},39
13164,323846,{'Vertigo': 0},39
13165,323847,"{'Post menopausal osteoporosis': 1, 'Contraception': 1}",39
13166,192777,{'Bacterial infections': 1},39
13167,323852,{'Increased blood pressure': 1},39
13168,323858,"{'Increased blood pressure': 0, 'Heart failure': 1}",39
13169,323860,{'Organ transplantation': 1},39
13170,192808,{'Bacterial infections': 0},39
13171,323882,{'Headache': 0},39
13172,192816,{'Multiple myeloma': 2},39
13173,323897,"{'Organ transplantation': 2, 'Others': 0}",39
13174,323902,{},39
13175,323917,{},39
13176,323928,{'Malaria': 0},39
13177,323929,{'Bacterial infections': 1},39
13178,323932,{'Bacterial infections': 3},39
13179,323938,{'Bacterial infections': 1},39
13180,323960,{'Type 2 diabetes': 1},39
13181,323963,{'Depression': 3},39
13182,323966,"{'Organ transplantation': 1, 'Others': 0}",39
13183,323967,{'Bacterial infections': 1},39
13184,323969,"{'Alcoholic fatty liver disease': 1, 'Non-alcoholic fatty liver': 0}",39
13185,323970,{'Serious fungal infections': 1},39
13186,61827,"{'Alcoholic fatty liver disease': 2, 'Non-alcoholic fatty liver': 2, 'Cholestatic liver diseases': 1}",39
13187,323974,"{'Bacterial infections': 1, 'Others': 0}",39
13188,323977,{'Fungal infections': 2},39
13189,323979,"{'Osteoarthritis': 2, 'Others': 3}",39
13190,323981,"{'Heart failure': 0, 'Increased blood pressure': 1}",39
13191,323982,"{'Others': 2, 'Asthma': 5}",39
13192,323985,{'Type 2 diabetes': 0},39
13193,323989,"{'Bacterial infections of urinary tract': 4, 'Urinary tract infections': 4}",39
13194,323990,"{'Vomiting': 1, 'Nausea': 1}",39
13195,323996,{'Varicose veins': 1},39
13196,323998,"{'Osteoarthritis': 7, 'Others': 1}",39
13197,61861,"{'Diarrhoea': 9, 'Bacterial infections': 3, 'Others': 0}",39
13198,324005,{'Anaesthesia': 1},39
13199,324007,"{'Premenstural syndrome': 1, 'Pain during menstruation': 0}",39
13200,324010,{'Chronic hepatitis C virus': 1},39
13201,324011,"{'Premenstural syndrome': 1, 'Others': 0}",39
13202,192940,{'Others': 1},39
13203,324013,{'Others': 0},39
13204,324018,"{'Pain': 1, 'Swelling': 1}",39
13205,324020,{'Hormone Replacement Therapy': 0},39
13206,324032,{'Hair loss': 2},39
13207,324034,{'Increased triglycerides levels in blood': 1},39
13208,324037,{},39
13209,324039,"{'Others': 1, 'Neuropathic pain': 1}",39
13210,324040,"{'Heart attack': 18, 'Unstable Angina': 11, 'Others': 0}",39
13211,324042,{'Scabies': 1},39
13212,324046,"{'Dry eye': 2, 'Dry eye disease': 3}",39
13213,192974,"{'Type 2 diabetes': 3, 'Type 1 diabetes': 3}",39
13214,324049,{'Cough': 0},39
13215,324056,{'Acne': 0},39
13216,324059,{'Fungal infections': 2},39
13217,324067,{'Increased blood pressure': 1},39
13218,324071,{'Increased blood pressure': 2},39
13219,324075,"{'Heartburn': 3, 'Stomach ulcers': 0, 'Nausea': 0, 'Acidity': 7, 'Intestinal ulcers': 6}",39
13220,324077,{'Schizophrenia': 0},39
13221,324078,{'Hair loss': 2},39
13222,324082,{'Female Infertility': 0},39
13223,324083,{'Female Infertility': 1},39
13224,324088,{'Skeletal mucle relaxation during surgery': 2},39
13225,324099,{'Stroke': 1},39
13226,324101,"{'Depression': 10, 'Obsessive-compulsive disorder': 10, 'Anxiety disorder': 11, 'Post traumatic stress disorder': 0, 'Others': 1, 'Phobia': 10}",39
13227,324102,"{'Depression': 4, 'Anxiety disorder': 3, 'Obsessive-compulsive disorder': 1}",39
13228,324103,{'Type 2 diabetes': 3},39
13229,324104,{'Depression': 1},39
13230,324105,{'Depression': 1},39
13231,324106,{'Increased blood pressure': 0},39
13232,324107,{'Increased cholesterol levels in blood': 0},39
13233,324113,{'Anxiety disorder': 2},39
13234,324114,{'Skin disorders': 1},39
13235,193044,"{'Others': 1, 'Morning sickness': 0}",39
13236,324117,{'Increased blood pressure': 1},39
13237,324121,"{'Amyotrophic lateral sclerosis': 8, 'Others': 1}",39
13238,324123,{'Erectile dysfunction': 1},39
13239,324131,"{'Others': 2, 'Erectile dysfunction': 2}",39
13240,324134,"{'Acidity': 1, 'Stomach ulcers': 1}",39
13241,324141,{'Cough': 1},39
13242,324144,"{'Type 2 diabetes': 10, 'Others': 1}",39
13243,324149,"{'Dry eye': 2, 'Dry eye disease': 2}",39
13244,324150,{},39
13245,324155,"{'Bacterial infections': 12, 'Bacterial skin infections': 10, 'Others': 0}",39
13246,324157,{'Diarrhoea': 0},39
13247,324162,"{'Muscle relaxation': 1, 'Arthralgia': 1}",39
13248,324163,"{'Depression': 2, 'Others': 0}",39
13249,324165,"{'Headache': 1, 'dental pain': 0, 'Fever': 1, 'Arthralgia': 1, 'Myalgia': 3}",39
13250,324166,"{'Fever': 0, 'Myalgia': 0}",39
13251,324168,{'Bacterial infections': 1},39
13252,324169,{'Bacterial infections': 2},39
13253,324170,"{'Bacterial infections': 2, 'Others': 0}",39
13254,324174,{'Increased blood pressure': 2},39
13255,324175,{'Bacterial infections': 2},39
13256,324176,{'Increased cholesterol levels in blood': 2},39
13257,324178,{'Bacterial infections': 0},39
13258,324182,{'Trigeminal neuralgia': 1},39
13259,324183,"{'Bacterial infections': 4, 'Others': 0}",39
13260,324190,{'Bacterial infections': 1},39
13261,324192,{'Anxiety disorder': 1},39
13262,324193,{'Fungal infections': 1},39
13263,324194,"{'Others': 1, 'dental pain': 0, 'Arthralgia': 1}",39
13264,324195,{'Others': 0},39
13265,324197,{'Type 2 diabetes': 1},39
13266,324198,{},39
13267,324199,{'Anxiety disorder': 1},39
13268,324200,{'Muscle relaxation': 1},39
13269,324201,{'Diarrhoea': 0},39
13270,324203,{'Type 2 diabetes': 0},39
13271,324204,{'Type 2 diabetes': 1},39
13272,324205,"{'Increased triglycerides levels in blood': 1, 'Increased cholesterol levels in blood': 0}",39
13273,193140,{'Menstural pain': 1},39
13274,193143,{'Type 2 diabetes': 1},39
13275,324216,"{'Arthralgia': 0, 'Myalgia': 0}",39
13276,324219,"{'Obsessive-compulsive disorder': 1, 'Depression': 1}",39
13277,324222,"{'Increased triglycerides levels in blood': 0, 'Increased cholesterol levels in blood': 1}",39
13278,324223,{'Type 2 diabetes': 3},39
13279,324226,{'Increased blood pressure': 1},39
13280,324227,{'Myalgia': 0},39
13281,324228,"{'muscular pain': 0, 'Arthralgia': 1, 'Myalgia': 2, 'Others': 0, 'Headache': 0, 'Fever': 0}",39
13282,324229,{'Bacterial infections': 2},39
13283,324233,"{'Arthralgia': 1, 'dental pain': 1, 'Myalgia': 7, 'Muscle relaxation': 0}",39
13284,324234,{'Others': 1},39
13285,324235,"{'Ankylosing Spondylitis': 0, 'Arthralgia': 0, 'Rheumatoid Arthritis': 1}",39
13286,324238,{'Bacterial infections': 1},39
13287,324239,"{'Muscle relaxation': 1, 'Hiccups': 0}",39
13288,62096,"{'Premenstural syndrome': 1, 'Others': 2, 'Pain during menstruation': 0}",39
13289,324241,{'Bacterial infections': 1},39
13290,324242,{'Bacterial infections': 1},39
13291,62099,"{'Others': 0, 'Premenstural syndrome': 0, 'Endometriosis': 0, 'Pain during menstruation': 0, 'Breast cancer': 0}",39
13292,324244,{'Bacterial infections': 0},39
13293,324246,{'Bacterial infections': 1},39
13294,324248,{'Increased blood pressure': 0},39
13295,324249,"{'Heartburn': 0, 'Acidity': 2, 'Intestinal ulcers': 0}",39
13296,324250,{'Bacterial infections': 1},39
13297,324251,{'Severe allergic reaction': 0},39
13298,324252,"{'Rheumatoid Arthritis': 0, 'Arthralgia': 0, 'Osteoarthritis': 0, 'Gout': 0}",39
13299,324253,"{'Type 2 diabetes': 1, 'Polycystic ovary syndrome': 0}",39
13300,324254,{'Increased blood pressure': 0},39
13301,324255,"{'Bacterial infections': 0, 'Others': 0}",39
13302,324256,{'Heartburn': 0},39
13303,324260,"{'Fever': 1, 'Others': 0, 'dental pain': 0, 'Headache': 0}",39
13304,324261,{'Others': 1},39
13305,324265,"{'Bacterial infections': 1, 'Diarrhoea': 1}",39
13306,324266,{'Increased cholesterol levels in blood': 2},39
13307,324267,{'Breast cancer': 1},39
13308,324269,{'Arthralgia': 1},39
13309,324270,"{'Acidity': 1, 'Heartburn': 1}",39
13310,324271,{'Increased blood pressure': 0},39
13311,324273,"{'Female Infertility': 2, 'Others': 1}",39
13312,324275,{'Diarrhoea': 0},39
13313,324279,"{'Headache': 0, 'Others': 0}",39
13314,324280,{'Acidity': 1},39
13315,324281,"{'Allergic disorders': 0, 'Skin disorders': 0}",39
13316,324284,{'Others': 0},39
13317,62141,"{'Allergic disorders': 0, 'Others': 4, 'Anaesthesia': 2, 'Arthralgia': 1, 'Headache': 2}",39
13318,324285,"{'Skin disorders': 3, 'Allergic disorders': 1}",39
13319,193212,{'Headache': 1},39
13320,193216,"{'Myalgia': 0, 'Muscle relaxation': 3, 'Arthralgia': 0, 'Headache': 0}",39
13321,324291,{'Scabies': 2},39
13322,324292,{'Bacterial infections': 3},39
13323,324295,"{'Bacterial infections': 0, 'Others': 1, 'Fungal infections': 1}",39
13324,324298,"{'Intestinal ulcers': 1, 'Acidity': 1, 'Heartburn': 1}",39
13325,324299,{'Bad odor from mouth': 1},39
13326,324302,{'Skin disorders': 4},39
13327,324303,"{'Fungal infections': 7, 'Others': 1}",39
13328,324304,{'Type 2 diabetes': 1},39
13329,324305,{'Iron deficiency anemia': 0},39
13330,324306,"{'Abdominal Pain': 0, 'Others': 0}",39
13331,324310,{'Type 2 diabetes': 5},39
13332,324311,{'Cholestatic liver diseases': 0},39
13333,193239,{'Type 2 diabetes': 0},39
13334,324313,"{'Type 2 diabetes': 8, 'Others': 0}",39
13335,324315,"{'Type 2 diabetes': 0, 'Others': 1}",39
13336,324316,"{'Fever': 1, 'post operative pain': 0, 'Headache': 0}",39
13337,324319,"{'Fever': 2, 'Others': 0, 'Rheumatoid Arthritis': 2, 'Osteoarthritis': 1}",39
13338,324321,{'Bacterial infections': 0},39
13339,324322,{'Stomach ulcers': 1},39
13340,324326,"{'Bacterial infections': 2, 'Typhoid fever': 1, 'Others': 3}",39
13341,324328,{'Constipation': 1},39
13342,324329,{'Bacterial infections': 0},39
13343,324330,"{'Bacterial infections': 1, 'Others': 1}",39
13344,324331,{'Allergic disorders': 0},39
13345,324333,"{'Serious fungal infections': 4, 'Fungal infections': 4}",39
13346,324334,"{'Acidity': 1, 'Heartburn': 2}",39
13347,324335,{'Others': 0},39
13348,324337,"{'Bacterial infections': 1, 'Others': 1}",39
13349,324338,{'Diarrhoea': 1},39
13350,324343,{'Filariasis': 0},39
13351,324344,"{'Others': 6, 'Asthma': 3}",39
13352,324345,{'Type 2 diabetes': 2},39
13353,324346,{'Allergic disorders': 0},39
13354,193275,{'Bacterial infections': 0},39
13355,324349,{'Bacterial infections': 2},39
13356,324350,{'Allergic disorders': 1},39
13357,324351,{'Allergic disorders': 0},39
13358,324352,{'Fungal infections': 1},39
13359,324355,{'Indigestion': 0},39
13360,324358,{'Asthma': 1},39
13361,324359,"{'Others': 2, 'Swelling': 1}",39
13362,324360,"{'Increased blood pressure': 0, 'Angina': 0}",39
13363,324361,{'Bacterial infections': 2},39
13364,324362,{'Increased blood pressure': 1},39
13365,324366,"{'Increased cholesterol levels in blood': 2, 'Others': 0}",39
13366,324368,{'Others': 0},39
13367,193297,{'Muscle relaxation': 0},39
13368,324369,{'Type 2 diabetes': 2},39
13369,324371,{'Rheumatic disorder': 0},39
13370,324372,{'Epilepsy': 1},39
13371,324373,{'Others': 0},39
13372,324374,"{'Type 2 diabetes': 0, 'Polycystic ovary syndrome': 1}",39
13373,324376,{'Others': 0},39
13374,324377,{'Rheumatoid Arthritis': 1},39
13375,324378,"{'Increased blood pressure': 0, 'Diabetic kidney disease': 1}",39
13376,324381,{'Heart failure': 0},39
13377,324383,{'Increased blood pressure': 1},39
13378,324384,{'Allergic disorders': 1},39
13379,324385,{'Increased blood pressure': 3},39
13380,324386,{'Allergic disorders': 3},39
13381,324388,"{'Increased blood pressure': 2, 'Arrhythmias': 1}",39
13382,324392,"{'Others': 0, 'Headache': 1, 'Myalgia': 0, 'Fever': 0, 'Pain during menstruation': 0}",39
13383,193322,"{'Skin disorders': 6, 'Others': 2, 'Keratoses': 4, 'Dermatitis': 0, 'Psoriasis': 4, 'Anaesthesia': 5}",39
13384,324395,{'Parasitic worm infections': 0},39
13385,324394,"{'Arrhythmias': 0, 'Increased blood pressure': 0, 'Others': 1}",39
13386,324397,{'Increased blood pressure': 1},39
13387,324399,"{'Fever': 1, 'Arthralgia': 2, 'dental pain': 3, 'Myalgia': 2, 'Others': 1, 'Headache': 0, 'Pain': 1, 'Gout': 0}",39
13388,324401,{'Osteoarthritis': 0},39
13389,324402,"{'Others': 0, 'Parasitic worm infections': 0}",39
13390,324403,{'Increased LDL levels in blood': 0},39
13391,324404,"{'Fever': 1, 'Arthralgia': 0, 'Others': 0}",39
13392,324405,{'Bleeding': 1},39
13393,324407,{'Parasitic worm infections': 2},39
13394,324408,{'Bacterial infections': 1},39
13395,324410,{'Increased blood pressure': 0},39
13396,324415,"{'Increased blood pressure': 4, 'Heart failure': 0}",39
13397,324417,{'Bacterial infections': 0},39
13398,324419,{'Appetite stimulant': 0},39
13399,324424,{'Others': 1},39
13400,62283,"{'Melasma': 4, 'Hyperpigmentation': 3}",39
13401,324429,{'Bacterial infections': 0},39
13402,324432,"{'Bacterial infections': 1, 'Bacterial skin infections': 0}",39
13403,324433,"{'Bacterial skin infections': 1, 'Bacterial infections': 3, 'Others': 0}",39
13404,324435,{'Bacterial infections': 1},39
13405,324436,{'Bacterial infections': 2},39
13406,324438,"{'Bacterial infections': 0, 'Typhoid fever': 0}",39
13407,324440,{'Increased blood pressure': 2},39
13408,324441,{'Increased blood pressure': 4},39
13409,324445,{'Erectile dysfunction': 1},39
13410,324446,"{'Erectile dysfunction': 2, 'Others': 2}",39
13411,324451,"{'Nutritional deficiencies': 2, 'Neuropathic pain': 0, 'Others': 1}",39
13412,324453,{'Increased cholesterol levels in blood': 0},39
13413,62311,"{'Female Infertility': 7, 'Male hypogonadism': 8}",39
13414,324457,{'Mucolytic': 1},39
13415,193388,{'Bacterial infections': 1},39
13416,324466,"{""Meniere's disease"": 1, 'Vertigo': 2, 'Motion sickness': 1}",39
13417,324469,{'Heart attack': 0},39
13418,193399,{'Psoriasis': 1},39
13419,324472,"{'Rheumatoid Arthritis': 13, 'Ankylosing Spondylitis': 13, 'Others': 1, 'Crohn disease': 4, 'Ulcerative Colitis': 1, 'Ulcerative colitis': 8}",39
13420,324479,{'Type 2 diabetes': 8},39
13421,324480,{'Skin disorders': 0},39
13422,324484,"{'Type 1 diabetes': 13, 'Type 2 diabetes': 13, 'Others': 1, 'Diabetic ketoacidosis': 4}",39
13423,193413,"{'Skin disorders': 6, 'Anaesthesia': 5}",39
13424,324485,"{'Headache': 1, 'dental pain': 0}",39
13425,324487,"{'Pain': 0, 'Myalgia': 0}",39
13426,324488,{'Female Infertility': 3},39
13427,324489,"{'Female Infertility': 7, 'Others': 0}",39
13428,324486,{'Myalgia': 0},39
13429,324491,"{'Cough': 0, 'Cough with mucus': 0}",39
13430,324492,{'Type 2 diabetes': 1},39
13431,324493,"{'Cough': 0, 'Cough with mucus': 0}",39
13432,324494,{'Anaesthesia': 0},39
13433,324499,{'Allergic disorders': 0},39
13434,193429,{'Type 2 diabetes': 1},39
13435,324502,{'Skin disorders': 1},39
13436,193432,"{'Fungal infections': 0, 'Others': 1}",39
13437,62363,"{'Nutritional deficiencies': 1, 'Others': 1}",39
13438,62364,"{'Nutritional deficiencies': 2, 'Others': 0}",39
13439,324511,{},39
13440,324512,"{'Headache': 1, 'dental pain': 1, 'Myalgia': 1}",39
13441,324514,{},39
13442,324518,{'Migraine': 0},39
13443,324521,{'Joint pain': 1},39
13444,324525,{'Skin disorders': 0},39
13445,324527,{'Anaesthesia': 0},39
13446,324528,{'Epilepsy': 1},39
13447,324532,{'Fungal infections': 0},39
13448,193465,"{'Anaesthesia': 0, 'Others': 1, 'Asthma': 0}",39
13449,324537,{'post operative pain': 1},39
13450,324541,"{'Eye Irritation': 0, 'Eczema': 0}",39
13451,193469,{'Dermatitis': 0},39
13452,324543,{'Others': 1},39
13453,324545,"{'Type 2 diabetes': 11, 'Polycystic ovary syndrome': 5}",39
13454,324546,{},39
13455,324547,{'Arrhythmias': 0},39
13456,193473,{'Serious bacterial infections': 1},39
13457,324552,{'Schizophrenia': 1},39
13458,324554,"{'Acidity': 9, 'Heartburn': 8, 'Others': 1, 'Stomach ulcers': 7}",39
13459,324559,{'Increased blood pressure': 0},39
13460,324560,{'Increased blood pressure': 0},39
13461,324564,{'Increased blood pressure': 1},39
13462,324567,"{'Pulmonary hypertension': 1, 'Erectile dysfunction': 0}",39
13463,324568,{'Others': 1},39
13464,324569,{'Bacterial infections': 1},39
13465,324573,"{'Fungal infections': 20, 'Serious fungal infections': 21, 'Others': 1}",39
13466,324574,"{'Fungal infections': 15, 'Serious fungal infections': 15}",39
13467,324575,{'Increased blood pressure': 0},39
13468,324578,"{'Vomiting': 1, 'Schizophrenia': 1}",39
13469,324585,{'Cough': 1},39
13470,193514,"{'Vomiting': 0, 'Acidity': 1, 'Intestinal ulcers': 1, 'Stomach ulcers': 1}",39
13471,324592,"{'Heart failure': 0, 'Increased blood pressure': 0}",39
13472,324594,{'Fungal infections': 4},39
13473,324595,"{'Anaesthesia': 1, 'Others': 1}",39
13474,193531,{'Type 2 diabetes': 2},39
13475,324610,{'Type 2 diabetes': 1},39
13476,324612,{'Bacterial infections': 1},39
13477,324626,"{'Female Infertility': 3, 'Male hypogonadism': 2}",39
13478,324630,{'Blood cancer': 0},39
13479,324635,"{'Increased blood pressure': 1, 'Diabetic kidney disease': 0}",39
13480,324636,{'Epilepsy': 0},39
13481,193566,{'Vomiting': 1},39
13482,324639,"{'Dry eye disease': 10, 'Others': 2, 'Dry eye': 11}",39
13483,324650,"{'Asthma': 2, 'Others': 2}",39
13484,324653,{'Asthma': 0},39
13485,324655,{'Asthma': 0},39
13486,324656,{'Fever': 0},39
13487,324657,"{'Acidity': 2, 'Stomach ulcers': 0}",39
13488,324658,"{'Overactive urinary bladder': 2, 'Others': 0}",39
13489,324662,{'Increased blood pressure': 2},39
13490,324663,{'Chronic hepatitis B virus': 0},39
13491,193593,"{'premature ejaculation': 1, 'Erectile dysfunction': 1}",39
13492,324666,{'Severe allergic reaction': 0},39
13493,193602,"{'Endometriosis': 0, 'Premenstural syndrome': 0}",39
13494,324679,{'Cough': 1},39
13495,324681,"{'Lung cancer': 1, 'Brain tumor': 1}",39
13496,324685,{'Gout': 1},39
13497,324688,{'Neuropathic pain': 0},39
13498,193617,{'Hair loss': 2},39
13499,324693,{'Scabies': 2},39
13500,324695,{'Diarrhoea': 1},39
13501,324710,{'Type 2 diabetes': 4},39
13502,324713,{'Increased blood pressure': 3},39
13503,324714,{'Increased blood pressure': 0},39
13504,324728,"{'Bacterial skin infections': 3, 'Bacterial infections': 3}",39
13505,324729,{'Type 2 diabetes': 2},39
13506,324731,{'Neuropathic pain': 0},39
13507,324732,{'Type 2 diabetes': 1},39
13508,324733,{'Hypothyroidism': 0},39
13509,324734,{'Bacterial infections': 0},39
13510,324737,{'Small cell lung cancer': 1},39
13511,324742,{'Rheumatoid Arthritis': 1},39
13512,324743,{'Others': 0},39
13513,324748,{'Increased cholesterol levels in blood': 0},39
13514,324755,"{'Arrhythmias': 0, 'Increased blood pressure': 0}",39
13515,324760,{'Nutritional deficiencies': 0},39
13516,324761,{'Bleeding': 0},39
13517,324767,{'Increased blood pressure': 1},39
13518,324769,{'Overactive urinary bladder': 1},39
13519,324772,"{'Deep vein thrombosis': 2, 'Stroke prevention': 2, 'Pulmonary embolism': 1, 'Pulmonary embolus': 1}",39
13520,324773,{'Increased phosphate levels in blood': 0},39
13521,324774,"{'Erectile dysfunction': 14, 'Pulmonary hypertension': 2, 'Others': 0}",39
13522,324781,{'Increased blood pressure': 1},39
13523,324783,"{'Bacterial infections': 6, 'Skin disorders': 6, 'Others': 0, 'Fungal infections': 2, 'Anaesthesia': 6}",39
13524,324784,"{'Pulmonary embolism': 0, 'Deep vein thrombosis': 1}",39
13525,324788,"{'Osteoarthritis': 2, 'muscular pain': 1, 'Rheumatoid Arthritis': 2}",39
13526,324790,{'Chronic obstructive pulmonary disorder': 0},39
13527,193724,{'Cough': 1},39
13528,324818,"{'Others': 0, 'Increased blood pressure': 2}",39
13529,324822,{'Bacterial infections': 2},39
13530,324823,{'Increased cholesterol levels in blood': 1},39
13531,324829,{'Inflammation of the uvea': 1},39
13532,324830,"{'Cough with mucus': 3, 'Others': 0}",39
13533,324841,"{'Pain': 0, 'Others': 1}",39
13534,324846,"{'Headache': 8, 'Pain during menstruation': 5, 'Others': 1, 'Fever': 6, 'Arthralgia': 8, 'dental pain': 1, 'Myalgia': 1}",39
13535,324851,{'Increased phosphate levels in blood': 1},39
13536,324855,{'Others': 2},39
13537,324862,{'Type 2 diabetes': 1},39
13538,324867,{'Acne': 1},39
13539,324872,{'Fungal infections': 1},39
13540,324873,{'Type 2 diabetes': 1},39
13541,193803,"{'Swelling': 1, 'Pain': 1}",39
13542,193807,{},39
13543,324884,{'Bipolar disoder': 0},39
13544,324886,{'Anaesthesia': 1},39
13545,324896,"{'Others': 0, 'Acidity': 1, 'Intestinal ulcers': 1}",39
13546,193827,"{'Dry eye disease': 3, 'Dry eye': 4}",39
13547,324901,{'Bacterial infections': 0},39
13548,324906,"{'Severe allergic reaction': 1, 'Cancer': 1, 'Others': 1, 'Asthma': 1}",39
13549,324920,{'Type 2 diabetes': 2},39
13550,324934,"{'Others': 2, 'Rheumatoid Arthritis': 7, 'Ulcerative colitis': 4}",39
13551,324935,{'Type 1 diabetes': 2},39
13552,324937,"{'Nasal congestion': 0, 'Headache': 0, 'Fever': 1}",39
13553,193870,{'Others': 0},39
13554,324943,{'Asthma': 1},39
13555,324949,"{'Type 2 diabetes': 10, 'Type 1 diabetes': 5, 'Others': 0}",39
13556,324958,{'Type 2 diabetes': 1},39
13557,324959,"{'Angina': 3, 'Others': 1}",39
13558,324960,{'Typhoid fever': 0},39
13559,324961,{'Hair loss': 9},39
13560,193888,{'Nutritional deficiencies': 1},39
13561,62820,{'Erectile dysfunction': 0},39
13562,324965,"{'Increased blood pressure': 2, 'Heart attack': 2, 'Angina': 2, 'Others': 2, 'Arrhythmias': 2}",39
13563,324966,{'Type 2 diabetes': 2},39
13564,324964,{'Increased blood pressure': 0},39
13565,324971,{'Erectile dysfunction': 0},39
13566,324973,{'Type 2 diabetes': 3},39
13567,324978,"{'Irrigation solution for eye/nose': 1, 'Others': 0}",39
13568,324980,{'Increased blood pressure': 1},39
13569,324986,"{'Increased blood pressure': 2, 'Arrhythmias': 0}",39
13570,324993,"{'Others': 1, 'Acne': 3}",39
13571,324995,"{'Arthralgia': 1, 'Myalgia': 1}",39
13572,325002,"{'Chickenpox': 0, 'Herpes labialis': 0}",39
13573,325005,{'Skin disorders': 0},39
13574,325009,{'Others': 0},39
13575,325013,{'Allergic disorders': 1},39
13576,325016,"{'Premenstural syndrome': 1, 'Others': 0}",39
13577,325024,{'Acne': 3},39
13578,325025,{'Acne': 0},39
13579,325026,"{'Dry eye': 0, 'Dry eye disease': 0}",39
13580,193952,{'Heartburn': 0},39
13581,325033,{'Female Infertility': 2},39
13582,325035,{'Type 2 diabetes': 2},39
13583,193963,{'Arthralgia': 0},39
13584,325042,"{'Skin disorders': 3, 'Psoriasis': 5, 'Others': 1}",39
13585,325043,"{'Type 2 diabetes': 1, 'Polycystic ovary syndrome': 0}",39
13586,325044,{'Female Infertility': 1},39
13587,325045,{},39
13588,325047,{'Dandruff': 1},39
13589,325054,{'Nutritional deficiencies': 0},39
13590,325055,{},39
13591,325056,{'Nutritional deficiencies': 0},39
13592,325067,{'Acne': 2},39
13593,325069,"{'Asthma': 1, 'Others': 1}",39
13594,325070,"{'Cough with mucus': 0, 'Others': 0}",39
13595,325071,"{'Fever': 1, 'Myalgia': 1, 'Others': 0, 'Headache': 1}",39
13596,325073,"{'Increased blood pressure': 1, 'Hypertensive emergency': 1}",39
13597,325075,{'Acne': 2},39
13598,325077,"{'Acne': 1, 'Others': 1}",39
13599,62935,"{'Acne': 5, 'Others': 1}",39
13600,325081,{'Type 2 diabetes': 1},39
13601,325084,{'Nasal congestion': 2},39
13602,325098,{'Bacterial skin infections': 2},39
13603,325099,"{'Skin disorders': 2, 'Anaesthesia': 2, 'Bacterial infections': 3, 'Fungal infections': 2, 'Allergic disorders': 0}",39
13604,325101,"{'Nail infections': 0, 'Fungal infections': 1}",39
13605,325104,{'Type 2 diabetes': 2},39
13606,325109,{'Hair loss': 8},39
13607,325111,{'Increased triglycerides levels in blood': 1},39
13608,325118,{'Increased blood pressure': 1},39
13609,325121,{'Bacterial infections': 1},39
13610,325127,"{'Nutritional deficiencies': 1, 'Epilepsy': 0}",39
13611,325128,{'Fluid retention': 0},39
13612,325132,{'Anaesthesia': 1},39
13613,62991,"{'Allergic disorders': 5, 'Anaesthesia': 3}",39
13614,325135,{'Bacterial infections': 0},39
13615,325137,"{'Increased blood pressure': 4, 'Others': 1}",39
13616,325140,"{'Anaesthesia': 0, 'Allergic disorders': 1}",39
13617,62997,"{'Dandruff': 13, 'Fungal infections': 12}",39
13618,325145,{'Polycystic ovary syndrome': 0},39
13619,325162,"{'Premenstural syndrome': 1, 'Others': 1}",39
13620,325172,"{'Others': 0, 'Bacterial infections': 1}",39
13621,325173,{'Type 2 diabetes': 1},39
13622,325174,"{'Increased triglycerides levels in blood': 0, 'Others': 1}",39
13623,325175,"{'Others': 1, 'Contraception': 1}",39
13624,325179,{'Epilepsy': 4},39
13625,325184,"{'Heart attack': 0, 'Increased blood pressure': 2}",39
13626,325185,{'Others': 0},39
13627,325191,"{'Cough': 0, 'Nasal congestion': 0}",39
13628,325197,{'Bacterial infections': 1},39
13629,325204,{'Increased blood pressure': 1},39
13630,325215,{'Bacterial infections': 1},39
13631,325216,{'Type 2 diabetes': 1},39
13632,194144,{'Blood cancer': 1},39
13633,325219,"{'Others': 1, 'Gout': 0}",39
13634,325220,{'Gout': 0},39
13635,325224,{'Obesity': 2},39
13636,325231,{'Infections': 1},39
13637,325232,{'Type 2 diabetes': 1},39
13638,325238,{'Type 2 diabetes': 4},39
13639,325239,"{'Arthralgia': 0, 'Myalgia': 0, 'Fever': 0}",39
13640,325240,{'Type 2 diabetes': 0},39
13641,325241,{'Heartburn': 0},39
13642,325242,{'Others': 1},39
13643,325247,"{'Fungal infections': 1, 'Dandruff': 0}",39
13644,325248,{'Type 2 diabetes': 0},39
13645,325249,"{'Deep vein thrombosis': 2, 'Pulmonary embolus': 1}",39
13646,325250,"{'Acidity': 36, 'Stomach ulcers': 34, 'Heartburn': 35, 'Others': 1, 'Intestinal ulcers': 27}",39
13647,63104,"{'Others': 0, 'Bacterial infections': 1}",39
13648,325252,{'Increased blood pressure': 3},39
13649,325253,{'Type 2 diabetes': 3},39
